ResponseId	Finished	RecordedDate	Question	Value
R_xrxfPFXoiYHsMk9	TRUE	2020-03-23T09:46:43Z	Q16_7	NA
R_3CTwi47l0yUKSb2	TRUE	2020-03-23T09:48:17Z	Q16_7	NA
R_3Li14Lvx7iuB8C2	TRUE	2020-03-23T09:51:11Z	Q16_7	NA
R_DiNvkXPpmCWbJxT	TRUE	2020-03-23T09:51:16Z	Q16_7	NA
R_snbzR4oytlHFiJX	TRUE	2020-03-23T09:51:24Z	Q16_7	NA
R_qQKFo3rsHlqZnpL	TRUE	2020-03-23T09:53:50Z	Q16_7	NA
R_2xJ0RjoQXIbJjk7	TRUE	2020-03-23T10:00:09Z	Q16_7	NA
R_30l76bWjzhc8FKy	TRUE	2020-03-23T10:01:15Z	Q16_7	NA
R_UxB3LOADGTMkTBv	TRUE	2020-03-23T10:03:22Z	Q16_7	NA
R_4ZvZ87S1qrcLDRn	TRUE	2020-03-23T10:04:15Z	Q16_7	NA
R_3irRRQ697jnikxo	TRUE	2020-03-23T10:05:27Z	Q16_7	NA
R_9uy4tLLZJ9UVi7v	TRUE	2020-03-23T10:08:16Z	Q16_7	NA
R_3fotmEOImI7cjQy	TRUE	2020-03-23T10:09:11Z	Q16_7	NA
R_2UWUTw7mkPkNsrU	TRUE	2020-03-23T10:10:58Z	Q16_7	NA
R_32KKpoOOeXW24Nt	TRUE	2020-03-23T10:11:05Z	Q16_7	NA
R_babgUSltxYcbXZn	TRUE	2020-03-23T10:11:14Z	Q16_7	NA
R_2Y2DxiYIDX0u3fp	TRUE	2020-03-23T10:13:03Z	Q16_7	NA
R_21HEtB7mlAqpHIO	TRUE	2020-03-23T10:13:49Z	Q16_7	NA
R_242WTBWUluvzhUs	TRUE	2020-03-23T10:14:47Z	Q16_7	NA
R_SIcZjdywqjaSgh3	TRUE	2020-03-23T10:20:58Z	Q16_7	NA
R_125c2AOYHeGaTgi	TRUE	2020-03-23T10:21:32Z	Q16_7	3500
R_3Ezgg60qvQsWklJ	TRUE	2020-03-23T10:23:15Z	Q16_7	NA
R_22RXTsFimjF8H6r	TRUE	2020-03-23T10:26:30Z	Q16_7	NA
R_31MFkzeKtQUSyxg	TRUE	2020-03-23T10:29:06Z	Q16_7	NA
R_REueWtMUQk1oSIx	TRUE	2020-03-23T10:30:26Z	Q16_7	NA
R_3F3dqW0Y5HG326G	TRUE	2020-03-23T10:31:40Z	Q16_7	NA
R_2Sk7TCeH3RC3Jt9	TRUE	2020-03-23T10:32:49Z	Q16_7	NA
R_2AWGTyad6HmB9Ov	TRUE	2020-03-23T10:38:43Z	Q16_7	NA
R_1o1pT5XPwgsQAdr	TRUE	2020-03-23T10:40:37Z	Q16_7	NA
R_4GbtcZczFEnDjBT	TRUE	2020-03-23T10:42:47Z	Q16_7	NA
R_6PeiqFpK1pPvsQh	TRUE	2020-03-23T10:43:02Z	Q16_7	NA
R_3oNqXN2xEsULc47	TRUE	2020-03-23T10:45:06Z	Q16_7	NA
R_2zUqkPzFaNJnBuc	TRUE	2020-03-23T10:49:11Z	Q16_7	NA
R_1d6wnqZLFroaB7n	TRUE	2020-03-23T10:49:21Z	Q16_7	international
R_9GkadSCHVizFaIV	TRUE	2020-03-23T10:50:45Z	Q16_7	NA
R_VVknguw81AbTFFD	TRUE	2020-03-23T10:57:36Z	Q16_7	NA
R_1guLFi4qHGObDXq	TRUE	2020-03-23T11:12:10Z	Q16_7	NA
R_2f88emSFpoMFADE	TRUE	2020-03-23T11:13:39Z	Q16_7	NA
R_27OtrdlQU3w9Wr2	TRUE	2020-03-23T11:19:54Z	Q16_7	NA
R_296509E6OMip38g	TRUE	2020-03-23T11:20:36Z	Q16_7	NA
R_82qZvoheUBnqUr7	TRUE	2020-03-23T11:21:17Z	Q16_7	NA
R_1jIFD1p97B3pi48	TRUE	2020-03-23T11:27:43Z	Q16_7	NA
R_2z60istNm0R2Nix	TRUE	2020-03-23T11:32:01Z	Q16_7	NA
R_AigztOpQ8BNC8kV	TRUE	2020-03-23T11:36:18Z	Q16_7	NA
R_3qmm5Ea1UTcP08A	TRUE	2020-03-23T11:37:41Z	Q16_7	NA
R_1BrRKOq1cfKOb9D	TRUE	2020-03-23T11:41:55Z	Q16_7	NA
R_WiySzNpRJkdC4Hn	TRUE	2020-03-23T11:46:19Z	Q16_7	NA
R_10DlrvWqhArIiET	TRUE	2020-03-23T11:50:35Z	Q16_7	NA
R_27D4P8iJrX3XgOD	TRUE	2020-03-23T11:50:43Z	Q16_7	NA
R_3O8spUD05HEgfVY	TRUE	2020-03-23T12:03:47Z	Q16_7	NA
R_qLsYntoHEvXpLd7	TRUE	2020-03-23T12:19:27Z	Q16_7	NA
R_DiZRaiXiQqOy5Y5	TRUE	2020-03-23T12:26:54Z	Q16_7	NA
R_OqbMiN236YiZ4Yx	TRUE	2020-03-23T12:28:05Z	Q16_7	NA
R_1GH4VOE6W4TxXIi	TRUE	2020-03-23T12:31:08Z	Q16_7	NA
R_3M6vVhZ4osLIolk	TRUE	2020-03-23T12:40:45Z	Q16_7	NA
R_3KASAFor4Ai13Nk	TRUE	2020-03-23T13:00:16Z	Q16_7	NA
R_3KT7N8RU5US51f8	TRUE	2020-03-23T13:06:39Z	Q16_7	NA
R_3GvruSzDF5lccvi	TRUE	2020-03-23T13:10:16Z	Q16_7	NA
R_2EFvmmRzQMtqzAw	TRUE	2020-03-23T13:24:45Z	Q16_7	NA
R_8oX2HZ91XVWdqI9	TRUE	2020-03-23T13:38:54Z	Q16_7	NA
R_3IRJhuCzXdyFHq1	TRUE	2020-03-23T13:51:25Z	Q16_7	350 (train)
R_1nVHXhM0yNc8GQ6	TRUE	2020-03-23T13:55:24Z	Q16_7	NA
R_3iElG7cwS0Na0MB	TRUE	2020-03-23T13:57:10Z	Q16_7	NA
R_3k7jqH94U67Odrf	TRUE	2020-03-23T14:12:26Z	Q16_7	NA
R_2TmABiChg11Irby	TRUE	2020-03-23T14:46:18Z	Q16_7	NA
R_2fp2DlwmEwrGkDK	TRUE	2020-03-23T14:51:44Z	Q16_7	NA
R_wZvHnVevRLzcXEB	TRUE	2020-03-23T14:58:55Z	Q16_7	NA
R_26hGERCRAYDvFvK	TRUE	2020-03-23T15:09:13Z	Q16_7	NA
R_3O8FSPfkz9aoU6p	TRUE	2020-03-23T15:29:30Z	Q16_7	NA
R_1DGpwayBSEGH0Fi	TRUE	2020-03-23T15:49:40Z	Q16_7	NA
R_3gxv1E2MhtISFO1	TRUE	2020-03-23T15:53:05Z	Q16_7	NA
R_1IsoswokRTHtVg1	TRUE	2020-03-23T15:55:39Z	Q16_7	NA
R_20TEpae6oOtqE9t	TRUE	2020-03-23T15:59:12Z	Q16_7	NA
R_3M4EchpvSQsgBnE	TRUE	2020-03-23T16:12:53Z	Q16_7	NA
R_1rjLVwvk93FF0j1	TRUE	2020-03-23T18:50:14Z	Q16_7	NA
R_1EbLxW6uqZm7NVp	TRUE	2020-03-23T19:40:13Z	Q16_7	NA
R_2xWz8txYcChXZok	TRUE	2020-03-23T20:47:44Z	Q16_7	NA
R_3R1QEPKpR7eaBTa	TRUE	2020-03-23T21:13:29Z	Q16_7	NA
R_2Ychd5rTcVICVfk	TRUE	2020-03-23T21:52:47Z	Q16_7	NA
R_11Y46zJutoqOHRr	TRUE	2020-03-23T21:57:25Z	Q16_7	NA
R_5j3GhNmMEy2Ffzz	TRUE	2020-03-23T22:10:47Z	Q16_7	NA
R_2VE02nFwIWMyO9t	TRUE	2020-03-23T22:12:18Z	Q16_7	NA
R_2OI4tNfgpjhR10J	TRUE	2020-03-23T22:20:45Z	Q16_7	NA
R_2rTHWb94S7QKfpP	TRUE	2020-03-23T22:21:38Z	Q16_7	NA
R_0MX8CR4MyvEXvfb	TRUE	2020-03-23T22:27:43Z	Q16_7	NA
R_2X5VkXAbC8rBjsf	TRUE	2020-03-23T23:50:11Z	Q16_7	200 (train)
R_1MSyf5ZynnIqA68	TRUE	2020-03-24T00:46:45Z	Q16_7	NA
R_3RqnbaNgpSzdWud	TRUE	2020-03-24T02:27:45Z	Q16_7	NA
R_3MAuKKWtdFXIkcn	TRUE	2020-03-24T02:49:59Z	Q16_7	NA
R_3qevH6JQn9zCAS4	TRUE	2020-03-24T03:42:50Z	Q16_7	NA
R_2ZHzsJSG1abMlHM	TRUE	2020-03-24T03:46:41Z	Q16_7	NA
R_3L7lcRfrIhO6ZZs	TRUE	2020-03-24T04:30:27Z	Q16_7	NA
R_3ikCzNNDPdNTLRo	TRUE	2020-03-24T05:55:21Z	Q16_7	NA
R_2TAx6LNCtNICtg1	TRUE	2020-03-24T06:48:29Z	Q16_7	NA
R_2wNcnkDHwDH8OZd	TRUE	2020-03-24T08:24:22Z	Q16_7	NA
R_1eOVoD9MqIC0g3D	TRUE	2020-03-24T08:36:11Z	Q16_7	NA
R_yn17MT6GwMFKf0l	TRUE	2020-03-24T08:50:56Z	Q16_7	NA
R_1BXFPuXfJDbZ8xu	TRUE	2020-03-24T09:12:02Z	Q16_7	NA
R_3eadWSYnfykIA8p	TRUE	2020-03-24T09:23:16Z	Q16_7	NA
R_3prHkXeTuTUSgnq	TRUE	2020-03-24T09:57:01Z	Q16_7	NA
R_3sghfak5SQMvaFB	TRUE	2020-03-24T10:16:13Z	Q16_7	NA
R_2wzQDVWX5AUgGAj	TRUE	2020-03-24T10:19:43Z	Q16_7	NA
R_3dVZ5ynwyPmRvfo	TRUE	2020-03-24T10:30:13Z	Q16_7	NA
R_3sbvyFk0xa8RDc4	TRUE	2020-03-24T10:32:29Z	Q16_7	NA
R_3irRu3VoSGWy1D2	TRUE	2020-03-24T10:44:13Z	Q16_7	NA
R_svylpFKFjhz5bBD	TRUE	2020-03-24T11:03:05Z	Q16_7	NA
R_12LsgkwWBuw1YJz	TRUE	2020-03-24T11:12:40Z	Q16_7	NA
R_25XT8a01KRfyeZy	TRUE	2020-03-24T11:16:23Z	Q16_7	NA
R_C2AgZbiGwdDRggF	TRUE	2020-03-24T11:16:53Z	Q16_7	NA
R_3EnY1G9PtWn78b8	TRUE	2020-03-24T11:19:22Z	Q16_7	NA
R_12fmt2xHBgSLBma	TRUE	2020-03-24T11:37:49Z	Q16_7	NA
R_24HjpYhhzvsj9qT	TRUE	2020-03-24T11:40:46Z	Q16_7	NA
R_1PYJbPqXWoig3vO	TRUE	2020-03-24T15:32:04Z	Q16_7	NA
R_2rOxtYsZX5LpiLE	TRUE	2020-03-24T15:58:38Z	Q16_7	NA
R_2dtihCManvEfkWk	TRUE	2020-03-24T21:12:00Z	Q16_7	NA
R_20Z5l8DIra2n53C	TRUE	2020-03-24T21:17:00Z	Q16_7	NA
R_2OGr85oVeN6hQK7	TRUE	2020-03-24T21:23:22Z	Q16_7	NA
R_BK9mGok69aoy97H	TRUE	2020-03-25T03:16:04Z	Q16_7	NA
R_aXdLiSXRyxwg7F7	TRUE	2020-03-25T03:40:36Z	Q16_7	NA
R_2zYzWhdklpixF8o	TRUE	2020-03-25T09:18:12Z	Q16_7	NA
R_3s6zfFPGJyRqza9	TRUE	2020-03-25T09:22:45Z	Q16_7	NA
R_2V4JcPckVcSrQHw	TRUE	2020-03-25T09:25:56Z	Q16_7	NA
R_Bst1k9VQia0OwOB	TRUE	2020-03-25T10:04:37Z	Q16_7	NA
R_10BCdY8vQcfP2oV	TRUE	2020-03-25T10:19:09Z	Q16_7	2500 plane
R_3TO2YcJhqKjb1dL	TRUE	2020-03-25T10:22:48Z	Q16_7	NA
R_3hiPpTQLi8lKi8M	TRUE	2020-03-25T10:29:19Z	Q16_7	NA
R_UlKJGGrWynaAOLD	TRUE	2020-03-25T10:38:13Z	Q16_7	NA
R_yVHToot1NGxXeal	TRUE	2020-03-25T10:46:16Z	Q16_7	NA
R_3eyufIPkPz3VcXL	TRUE	2020-03-25T11:08:00Z	Q16_7	ESCoP
R_2c0Fve9wiyWAVdi	TRUE	2020-03-25T11:18:57Z	Q16_7	NA
R_VWmeEffnTt2AOgF	TRUE	2020-03-25T11:30:24Z	Q16_7	NA
R_sumBDIUAajd1zFf	TRUE	2020-03-25T12:18:32Z	Q16_7	NA
R_tFFQgrhTulCLobv	TRUE	2020-03-25T12:22:46Z	Q16_7	NA
R_25TTKcLJiL66MyJ	TRUE	2020-03-25T12:27:51Z	Q16_7	6300 (plane)
R_2XnQBGApNFX0vIC	TRUE	2020-03-25T12:34:31Z	Q16_7	NA
R_9Ko2TvdEh3RrBex	TRUE	2020-03-25T13:16:57Z	Q16_7	NA
R_Wd3ngGkxh0Uv0pr	TRUE	2020-03-25T15:14:32Z	Q16_7	NA
R_2TKUcstvV5XQvL8	TRUE	2020-03-25T15:26:00Z	Q16_7	NA
R_2q2xmNBi1qZnhKi	TRUE	2020-03-25T17:21:34Z	Q16_7	NA
R_31Mjr9TdEDipfJ4	TRUE	2020-03-25T18:11:50Z	Q16_7	NA
R_3s5QxTAZYgLOXV8	TRUE	2020-03-25T18:20:05Z	Q16_7	NA
R_DGfuh87rwP8nSrD	TRUE	2020-03-25T18:57:13Z	Q16_7	NA
R_2rTqzO2mI6E5YrB	TRUE	2020-03-25T19:08:03Z	Q16_7	NA
R_3QMDl1LfoxQwOjJ	TRUE	2020-03-26T02:40:42Z	Q16_7	NA
R_27DqM8fJiWT62cS	TRUE	2020-03-26T02:47:15Z	Q16_7	NA
R_1gUASWDcle7bjTP	TRUE	2020-03-26T02:53:36Z	Q16_7	NA
R_2z8AWMlZx53ZNDK	TRUE	2020-03-26T03:15:57Z	Q16_7	NA
R_cUqHBMBwyXki7ex	TRUE	2020-03-26T03:16:46Z	Q16_7	NA
R_3scPHKsVX3qdNhZ	TRUE	2020-03-26T03:36:34Z	Q16_7	NA
R_2wnRsnklhpO0XyK	TRUE	2020-03-26T06:55:02Z	Q16_7	NA
R_BSnDLDWTYDicQlH	TRUE	2020-03-26T07:35:16Z	Q16_7	NA
R_12bPJtmQb73gQE6	TRUE	2020-03-26T10:26:35Z	Q16_7	NA
R_1CKKRvwMmaRkgLp	TRUE	2020-03-26T14:02:46Z	Q16_7	NA
R_3QRIdpUR3UnQJye	TRUE	2020-03-26T14:50:11Z	Q16_7	NA
R_rpEqcnCOPbPjcdz	TRUE	2020-03-26T20:47:41Z	Q16_7	NA
R_2wjz7Ur9aFj3ZIn	TRUE	2020-03-27T02:31:49Z	Q16_7	NA
R_2EFvh22ku9nUqSD	TRUE	2020-03-27T09:17:26Z	Q16_7	NA
R_1jv1hu8plEj1QNS	TRUE	2020-03-27T19:10:25Z	Q16_7	NA
R_3LcgS6jdjnYRZwQ	TRUE	2020-03-27T22:29:43Z	Q16_7	NA
R_OoQ5zNgVr0bCMJb	TRUE	2020-03-28T00:20:08Z	Q16_7	NA
R_rcoYVo81aIZ780V	TRUE	2020-03-28T01:36:58Z	Q16_7	NA
R_tRGIBvPYRqhMk2l	TRUE	2020-03-28T04:55:43Z	Q16_7	NA
R_AjMJe38zq3JBs77	TRUE	2020-03-30T02:32:08Z	Q16_7	NA
R_3LXTPqdYRzO6ENz	TRUE	2020-03-30T09:43:44Z	Q16_7	NA
R_wLga7R7IpDCUDZf	TRUE	2020-03-30T17:48:37Z	Q16_7	NA
R_3dKhonWtU5Le73X	TRUE	2020-03-31T04:32:42Z	Q16_7	NA
R_1qVtnQurGB5Tl3N	TRUE	2020-04-07T09:52:27Z	Q16_7	NA
R_26aQDMnHbKhgVBY	TRUE	2020-04-07T09:53:19Z	Q16_7	NA
R_1rPnWKsz7pj0TUo	TRUE	2020-04-07T09:55:13Z	Q16_7	NA
R_3RfOsnJEsGopUBa	TRUE	2020-04-07T09:55:38Z	Q16_7	NA
R_1E7pRIEDtz8fGu4	TRUE	2020-04-07T09:57:01Z	Q16_7	NA
R_1CC6VdytGBvrwQH	TRUE	2020-04-07T09:57:38Z	Q16_7	NA
R_SJFMjW706yj1O9j	TRUE	2020-04-07T09:57:43Z	Q16_7	NA
R_3no77Alt7Ddxdqr	TRUE	2020-04-07T09:58:18Z	Q16_7	NA
R_u2s6HLt9Osgddtv	TRUE	2020-04-07T09:58:19Z	Q16_7	NA
R_3nVGH2nfLPENY0c	TRUE	2020-04-07T09:59:01Z	Q16_7	NA
R_4JkYfEiR15IfQWJ	TRUE	2020-04-07T09:59:36Z	Q16_7	NA
R_1DwfPSovWvweOa0	TRUE	2020-04-07T10:00:33Z	Q16_7	NA
R_tYvVmXQqSncHYit	TRUE	2020-04-07T10:00:44Z	Q16_7	NA
R_so000Bwz3dIhzt7	TRUE	2020-04-07T10:00:45Z	Q16_7	NA
R_1o2atLUGGEMVkeK	TRUE	2020-04-07T10:01:13Z	Q16_7	NA
R_2SiShX3Hx3EzqpX	TRUE	2020-04-07T10:01:30Z	Q16_7	NA
R_Cf9jmh21EdFUVR7	TRUE	2020-04-07T10:01:49Z	Q16_7	NA
R_3GvLVOPHuahG2Tj	TRUE	2020-04-07T10:02:04Z	Q16_7	NA
R_3HC6tZoWfCKntzF	TRUE	2020-04-07T10:02:05Z	Q16_7	NA
R_2ALmim8DisBK9AJ	TRUE	2020-04-07T10:04:03Z	Q16_7	NA
R_yEGDlR2IrUkIEtH	TRUE	2020-04-07T10:04:07Z	Q16_7	NA
R_uwR5bLTPC7mPoxH	TRUE	2020-04-07T10:04:19Z	Q16_7	NA
R_8dCn2o8A2cp4fnP	TRUE	2020-04-07T10:04:27Z	Q16_7	NA
R_3NIZbrsucyIhGTI	TRUE	2020-04-07T10:04:31Z	Q16_7	NA
R_3RgTXA5RobS5YeE	TRUE	2020-04-07T10:06:04Z	Q16_7	NA
R_3RmSnearkyOpOzY	TRUE	2020-04-07T10:07:40Z	Q16_7	NA
R_8vKWbE6uDyd0cgh	TRUE	2020-04-07T10:07:42Z	Q16_7	NA
R_3lFTOIxGN1LFyUd	TRUE	2020-04-07T10:08:37Z	Q16_7	NA
R_psZtN5vssJj8zHH	TRUE	2020-04-07T10:10:13Z	Q16_7	NA
R_R8EPHI2OGrKD6zn	TRUE	2020-04-07T10:13:16Z	Q16_7	NA
R_24pKiBVkCs01egm	TRUE	2020-04-07T10:13:37Z	Q16_7	NA
R_2dhxfNYnGjm1te4	TRUE	2020-04-07T10:16:20Z	Q16_7	NA
R_3qeOJIwQCElnZVr	TRUE	2020-04-07T10:18:53Z	Q16_7	NA
R_1nNHG8iWCN27G8S	TRUE	2020-04-07T10:18:55Z	Q16_7	NA
R_STd4j9HtyAppIXL	TRUE	2020-04-07T10:20:12Z	Q16_7	NA
R_1I5cxp7nd6i0psR	TRUE	2020-04-07T10:20:19Z	Q16_7	NA
R_1KvWtE5Qfcdteax	TRUE	2020-04-07T10:21:12Z	Q16_7	NA
R_3R3FfMrIEWy6d0W	TRUE	2020-04-07T10:21:24Z	Q16_7	NA
R_2R54IKwmjeP8tFn	TRUE	2020-04-07T10:23:57Z	Q16_7	NA
R_129M763IUarJYtN	TRUE	2020-04-07T10:25:43Z	Q16_7	NA
R_1mvZB5GOzV8doGk	TRUE	2020-04-07T10:25:47Z	Q16_7	NA
R_xhIM1SBCz5KAuJP	TRUE	2020-04-07T10:29:11Z	Q16_7	NA
R_2ZHsqIgqVrZxZyc	TRUE	2020-04-07T10:30:29Z	Q16_7	NA
R_3g02tr9F7UkRGix	TRUE	2020-04-07T10:34:12Z	Q16_7	NA
R_1OTEj73iCuzBRZE	TRUE	2020-04-07T10:35:25Z	Q16_7	NA
R_8rmIk9pITL2P2sV	TRUE	2020-04-07T10:36:17Z	Q16_7	NA
R_2zZogL2trQKWI0i	TRUE	2020-04-07T10:37:28Z	Q16_7	NA
R_2QifX47e3dGXTvi	TRUE	2020-04-07T10:37:53Z	Q16_7	NA
R_UDDVdVujrqBmLFD	TRUE	2020-04-07T10:39:31Z	Q16_7	NA
R_22uagAaJASFCeL1	TRUE	2020-04-07T10:42:06Z	Q16_7	NA
R_1OK2VhQmGU2aTQo	TRUE	2020-04-07T10:44:56Z	Q16_7	NA
R_uzcPwGCbiossOw9	TRUE	2020-04-07T10:48:28Z	Q16_7	NA
R_262A4wc1S1E0HKo	TRUE	2020-04-07T10:50:05Z	Q16_7	NA
R_2Ck2pGz89fm6e4k	TRUE	2020-04-07T10:53:12Z	Q16_7	NA
R_1FfjXfTNDAPO9x8	TRUE	2020-04-07T10:55:10Z	Q16_7	NA
R_2cpjmVr7mrYmKbB	TRUE	2020-04-07T11:10:07Z	Q16_7	NA
R_DAeY9f7QkUNrvfr	TRUE	2020-04-07T11:18:01Z	Q16_7	NA
R_p4OKFTGrLVLkYJH	TRUE	2020-04-07T11:19:12Z	Q16_7	NA
R_3RxgSbYwXok3jCO	TRUE	2020-04-07T11:24:51Z	Q16_7	NA
R_d0Dj1ah7BYF4AtH	TRUE	2020-04-07T11:27:42Z	Q16_7	NA
R_2RaXoXLEhZQete8	TRUE	2020-04-07T11:35:11Z	Q16_7	NA
R_3ReGHRHTCe8boZ4	TRUE	2020-04-07T11:43:40Z	Q16_7	NA
R_1l0klEB60FihAcl	TRUE	2020-04-07T11:52:26Z	Q16_7	NA
R_1msFUImRhkEP1FK	TRUE	2020-04-07T11:52:44Z	Q16_7	NA
R_3oAwWSy0DDrDaI7	TRUE	2020-04-07T12:01:44Z	Q16_7	NA
R_2U45KtRsl7dqT8j	TRUE	2020-04-07T12:05:46Z	Q16_7	NA
R_Uut1Rc07XJbE6Gt	TRUE	2020-04-07T12:08:35Z	Q16_7	NA
R_A5av4Wmjb9qJmEh	TRUE	2020-04-07T12:15:38Z	Q16_7	NA
R_1ifUIXZ2gxC5RXX	TRUE	2020-04-07T12:16:59Z	Q16_7	NA
R_26hwi7RlcZ8eoRW	TRUE	2020-04-07T12:26:16Z	Q16_7	NA
R_3MsewgQbyncA7u6	TRUE	2020-04-07T12:33:50Z	Q16_7	NA
R_3qR8XxCAPwoEFFW	TRUE	2020-04-07T12:40:10Z	Q16_7	NA
R_BPRARQ9zxIYW3WF	TRUE	2020-04-07T12:49:30Z	Q16_7	NA
R_25KiUS8q8RIikno	TRUE	2020-04-07T12:58:14Z	Q16_7	NA
R_3rZKdSwTnapgxLV	TRUE	2020-04-07T13:00:49Z	Q16_7	NA
R_3po108JaqUNfUQr	TRUE	2020-04-07T13:02:49Z	Q16_7	NA
R_qUcKnsI9uueWQ1j	TRUE	2020-04-07T13:03:20Z	Q16_7	NA
R_3CHgXMNJtbxEwXb	TRUE	2020-04-07T13:32:09Z	Q16_7	NA
R_esPi3nfChNmQWaZ	TRUE	2020-04-07T13:50:23Z	Q16_7	NA
R_1hJWWzCHEUJXm5o	TRUE	2020-04-07T14:09:27Z	Q16_7	NA
R_3PT7ebWvMBOz0mc	TRUE	2020-04-07T14:15:19Z	Q16_7	NA
R_3qCnBIaRUwl3foV	TRUE	2020-04-07T14:23:51Z	Q16_7	NA
R_Oqc0OumueA2h2Zb	TRUE	2020-04-07T14:31:16Z	Q16_7	NA
R_1rBVxmTYMI2mIzt	TRUE	2020-04-07T14:49:55Z	Q16_7	NA
R_3G33Ra9Gp370DOu	TRUE	2020-04-07T15:12:25Z	Q16_7	NA
R_2P28EQaX4yEbSz9	TRUE	2020-04-07T16:09:17Z	Q16_7	NA
R_10U9zJ1QLGEnlmd	TRUE	2020-04-07T16:38:19Z	Q16_7	NA
R_2abEfDqooVqaCWF	TRUE	2020-04-07T16:57:22Z	Q16_7	NA
R_12EC0y6uZAXkTyl	TRUE	2020-04-07T17:38:25Z	Q16_7	NA
R_1OpfzXBg1PEd3rB	TRUE	2020-04-07T19:27:33Z	Q16_7	NA
R_3HLcPSJWOUtWrvs	TRUE	2020-04-07T19:37:36Z	Q16_7	NA
R_OATlIlPPB0wVxoB	TRUE	2020-04-07T20:24:08Z	Q16_7	NA
R_30q62jg9m5HUL6q	TRUE	2020-04-07T21:08:45Z	Q16_7	NA
R_uwtGhNdO03VTEyt	TRUE	2020-04-07T21:59:24Z	Q16_7	NA
R_3j2OtbvMcceGw1v	TRUE	2020-04-07T22:46:13Z	Q16_7	13627 (plane)
R_3FPXv3QPH7XFZUB	TRUE	2020-04-08T02:03:56Z	Q16_7	NA
R_1mUaPjv9XUBe5YV	TRUE	2020-04-08T05:05:03Z	Q16_7	NA
R_2wi35tG03ZWLHi8	TRUE	2020-04-08T06:00:24Z	Q16_7	NA
R_3ijOf9Ye3pnV0jz	TRUE	2020-04-08T06:16:49Z	Q16_7	NA
R_2Qu1ZIrmu8ys4t6	TRUE	2020-04-08T10:33:09Z	Q16_7	NA
R_3lXnQLikcdgedzl	TRUE	2020-04-08T12:48:15Z	Q16_7	NA
R_338UMxkUqgORHyK	TRUE	2020-04-08T16:14:16Z	Q16_7	NA
R_1pXLJqp6YGq5dxU	TRUE	2020-04-08T21:31:18Z	Q16_7	NA
R_10TXGqZUTqG8ut2	TRUE	2020-04-08T21:32:26Z	Q16_7	NA
R_2cbjDRtxBWhxlTX	TRUE	2020-04-09T10:51:27Z	Q16_7	NA
R_3IPHkCA3kEa0xud	TRUE	2020-04-09T13:34:47Z	Q16_7	NA
R_1fd3dprlmeg7Vk8	TRUE	2020-04-09T14:37:18Z	Q16_7	NA
R_1KlLOQpW8b9BOSW	TRUE	2020-04-09T14:58:25Z	Q16_7	NA
R_O8rwBkgscWjPuQ9	TRUE	2020-04-10T13:06:23Z	Q16_7	NA
R_2ebsalT2jtY3zPl	TRUE	2020-04-13T08:59:44Z	Q16_7	NA
R_aYoBfIb3GU3fEJP	TRUE	2020-04-14T14:04:57Z	Q16_7	NA
R_239J2lZsugoL60Q	TRUE	2020-04-14T14:06:07Z	Q16_7	NA
R_2sbZ2DHO5nqsyAW	TRUE	2020-04-14T14:16:29Z	Q16_7	NA
R_1msWRt0tnK46tnB	TRUE	2020-04-14T14:22:19Z	Q16_7	16.99
R_AyTroK1mSxp7DFL	TRUE	2020-04-14T14:29:41Z	Q16_7	NA
R_2YsUkdZxw0cGoA6	TRUE	2020-04-14T14:42:19Z	Q16_7	NA
R_1yI0IGYLTAdyvyV	TRUE	2020-04-14T14:46:27Z	Q16_7	NA
R_2fp8HJsfTSjIXYN	TRUE	2020-04-14T14:46:39Z	Q16_7	NA
R_3M9EGpR8XLOp6TG	TRUE	2020-04-14T14:48:06Z	Q16_7	NA
R_0BP7zR2MKyh3vIl	TRUE	2020-04-14T14:49:51Z	Q16_7	NA
R_To8nDv2NNWq6zgl	TRUE	2020-04-14T14:57:03Z	Q16_7	NA
R_pQSBr363RA4uiYh	TRUE	2020-04-14T15:12:09Z	Q16_7	NA
R_2UazaS3E1DdUdVE	TRUE	2020-04-14T17:08:53Z	Q16_7	NA
R_sHG45eo2rF70WTD	TRUE	2020-04-14T18:24:16Z	Q16_7	NA
R_25vgqWOQRX7yxQB	TRUE	2020-04-14T18:45:54Z	Q16_7	NA
R_Dl9EK8gT1ZdyhKF	TRUE	2020-04-14T21:58:05Z	Q16_7	NA
R_3QXYqkBVfCDGn1e	TRUE	2020-04-14T22:18:20Z	Q16_7	NA
R_6XnLmCuePblGbg5	TRUE	2020-04-14T22:21:38Z	Q16_7	NA
R_2zBZwBacEhl0Rvk	TRUE	2020-04-14T22:29:35Z	Q16_7	NA
R_2V3FkhxditLMS62	TRUE	2020-04-14T22:52:37Z	Q16_7	NA
R_2TToZPpuplHCNsE	TRUE	2020-04-14T22:56:59Z	Q16_7	NA
R_1f8XIqhpbSynZlQ	TRUE	2020-04-14T22:59:37Z	Q16_7	600 (car)
R_eLIalVOuSvRjsYx	TRUE	2020-04-14T22:59:42Z	Q16_7	NA
R_1LMDwRnxo4hl52T	TRUE	2020-04-14T23:16:51Z	Q16_7	NA
R_xFbmsKrkJ6Pvkqt	TRUE	2020-04-15T00:16:39Z	Q16_7	NA
R_40f4gVeysnoKrsd	TRUE	2020-04-15T00:24:07Z	Q16_7	NA
